noncompliance,股东权益/负债合计_EquTotLia,股东类别_SHType,每股收益(元/股)_BasicEPS,每股经营活动现金流量(元/股)_OpeCFPS,营业利润/营业总收入()_OpePrTOR,净利润()_NetPrf,有形净值债务率(%)_DbTanEquRt,每股现金及现金等价物余额(元/股)_CCEPS,资产负债率(%)_DbAstRt,经营现金净流量(元)_NOCF,股东总户数(户)_SHNum,利润总额增长率(%)_TotPrfGrRt,营业收入增长率(%)_OpeIncmGrRt,户均持股数(股/户)_AvgHS,每股资本公积金(元/股)_CapSurFdPS,股东权益周转率(次)_EquRat,产权比率(%)_DbEquRt,权益乘数(%)_EquMul,营业收入3年复合增长率(%)_OperaInc3GrRt
0.0,192.8168,0,0.43,2.4762,7.2054,57557004.39,56.9812,3.3464,34.1511,334788980.07,8951.0,-59.0397,-22.8486,15104.0,3.3977,0.6353,51.8627,1.5186,7.1313
0.0,132.5909,1,0.66,0.4096,20.4751,967284815.98,99.6747,1.3988,42.583,604191125.07,38280.0,-2.3338,43.6491,38535.0,1.2391,0.3244,74.1644,1.7416,33.5367
0.0,317.8164,0,1.98,2.1763,14.1921,317683705.73,33.4107,5.966,23.934,353634850.83,10377.0,-15.1358,-5.2355,15659.0,3.4735,1.325,31.4647,1.3146,15.2988
0.0,64.9435,1,-0.07,-0.0282,-2.8539,-160687611.48,559.3622,0.0395,60.6268,-62399710.32,66977.0,3.8613,51.4291,33004.0,1.1337,2.9461,153.9799,2.5398,62.1619
0.0,133.665,0,0.15,0.4213,3.0795,30998055.03,79.4981,1.9461,42.7963,87072574.09,12908.0,-52.0308,21.3448,16011.0,3.2257,0.6816,74.8139,1.7481,5.9771
0.0,319.0915,1,0.55,1.2711,6.5117,283779239.13,33.1188,1.6891,22.6832,661651249.31,38325.0,25.5133,-5.6799,13582.0,1.4863,1.7798,29.338,1.2934,3.9715
0.0,78.0459,0,0.57,1.4955,13.5345,830466003.18,175.8718,0.8816,55.6391,2217021274.88,73698.0,-27.0779,0.5199,20116.0,0.8745,1.0636,125.4237,2.2542,8.61
0.0,98.4633,0,0.18,1.4128,2.881,56588786.66,113.1261,2.8031,49.8867,439843129.14,21994.0,-69.9934,-6.2487,14155.0,2.3558,0.6026,99.5477,1.9955,-10.2758
0.0,2247.7412,0,0.35,0.4071,34.2872,93479909.0,4.6143,0.7155,4.2594,107266756.69,9395.0,-18.793,-18.941,28046.0,4.1948,0.1745,4.4489,1.0445,-4.088
0.0,39.411,0,-0.69,-0.3602,-19.6199,-619761432.13,472.9124,0.6036,70.3719,-329126584.0,136499.0,-202.8939,-34.8501,6694.0,0.7096,1.2528,237.517,3.3752,6.1603
0.0,150.797,1,0.68,0.6258,10.8074,1509075463.36,72.0218,4.3133,39.7958,1390777361.48,44565.0,-11.5857,-0.9341,49865.0,2.2013,0.8958,66.1015,1.661,5.9798
0.0,98.3211,0,-0.32,-0.1244,-57.4833,-66707903.21,119.6469,0.1096,51.355,-26014142.16,14161.0,17.3505,34.8773,14772.0,2.247,0.5822,105.571,2.0557,-36.4335
0.0,280.0128,0,0.461,0.328,20.7621,376234817.63,39.4904,1.3287,25.6895,267746451.18,22701.0,45.9121,-3.7489,35955.0,1.5092,0.7119,34.5704,1.3457,-14.2686
0.0,366.796,0,0.29,0.2391,8.1963,49317615.64,28.7457,5.2339,21.4226,42937410.11,29010.0,403.1598,4.3154,6189.0,3.7435,0.245,27.2631,1.2726,-31.0566
0.0,54.0299,1,1.71,5.2913,2.3979,1475597266.0,277.4917,13.6079,65.7362,4567539866.0,34453.0,-11.2748,10.1894,25055.0,0.9725,3.3855,191.8534,2.9185,0.0721
0.0,570.7586,0,0.9946,1.343,10.8748,89511362.58,17.9419,6.341,14.9085,120871122.7,7972.0,-6.8981,9.9525,11290.0,10.7466,0.6449,17.5205,1.1752,18.6382
0.0,35.7926,0,0.02,1.616,1.4192,8851101.26,-255.1578,0.502,73.2871,770346036.91,18428.0,-76.3706,17.3402,25989.0,2.1374,1.492,274.3516,3.7435,82.2957
0.0,735.5701,0,0.8061,0.4911,34.0558,112276341.96,14.6667,4.9742,11.9679,68399700.3,8634.0,3.5524,6.5677,16132.0,3.8887,0.3197,13.5949,1.1359,-3.1463
0.0,87.2011,1,0.9,0.4036,15.1124,1328586898.38,123.7074,3.4989,51.8073,593620934.98,69834.0,4.6196,0.0704,21062.0,3.0287,0.9669,107.5004,2.075,16.4494
0.0,105.3281,1,0.37,1.0609,7.1983,689003288.64,118.8599,0.9533,48.0613,1965790880.61,36147.0,-10.8773,3.418,51261.0,4.8158,0.661,92.5345,1.9253,8.6046
0.0,398.9153,0,0.12,0.0283,6.0936,47186921.09,26.4264,0.469,20.0146,11281136.9,35311.0,-42.292,-14.6182,11273.0,1.4989,0.932,25.0228,1.2502,0.1094
0.0,261.485,0,0.7162,0.0228,28.3868,43924522.63,39.9104,2.1318,27.2401,1398217.49,8820.0,43.4421,-14.6623,6953.0,3.624,0.3951,37.4383,1.3744,3.6798
0.0,92.2519,1,0.56,1.1653,26.4167,540209853.46,111.4682,1.6832,51.9457,1127397791.47,42512.0,-8.6688,-4.8094,22758.0,1.0083,0.4388,108.0979,2.081,18.2299
0.0,93.8192,0,0.0267,0.2434,0.402,25437980.91,132.5747,0.6858,51.0945,231516297.88,46951.0,-55.5218,2.1785,20256.0,0.8549,1.1049,104.4761,2.0448,11.2097
0.0,102.8655,1,-0.304,0.0241,-2.1797,-64245653.14,112.4492,1.4535,43.7362,5091513.37,25662.0,-156.1624,-15.2215,8235.0,2.9371,1.9583,77.734,1.7773,11.0329
0.0,130.4974,1,0.335,0.25,10.9672,125697377.39,88.8279,0.6855,42.9143,95779842.28,16608.0,9.4212,16.4471,23072.0,0.6014,0.9513,75.1751,1.7518,17.4912
0.0,89.5125,0,0.1,0.4681,0.3089,235956069.64,120.6167,0.7554,52.7013,1130232399.3,115915.0,-86.6178,-13.9164,20831.0,2.0478,0.9308,111.4221,2.1142,37.3127
0.0,49.9484,1,0.35,1.2957,4.8674,4522125000.0,236.4053,0.5055,62.6161,13251646000.0,110184.0,605.3162,9.4505,92823.0,1.4038,1.8132,167.4945,2.6749,8.0032
0.0,235.8526,0,-0.053,-0.2156,-1.4669,-33997049.54,46.7548,1.0551,29.9002,-137132487.91,50529.0,-206.9339,0.5469,12588.0,2.0909,1.3001,42.6539,1.4265,-1.957
0.0,77.4463,0,0.1091,0.0965,1.9123,40707604.34,150.3718,0.4393,54.6873,40845801.78,21211.0,165.0151,22.2474,19961.0,5.3015,0.6097,120.6888,2.2069,9.4475
0.0,20.6387,1,0.2826,1.0662,1.6976,329393575.63,596.9909,4.6688,81.5377,1158694847.68,86165.0,-9.0588,3.6851,12613.0,0.877,4.5959,441.6446,5.4164,4.625
0.0,248.857,1,0.52,-0.2564,25.6072,275347410.76,42.3077,1.8094,28.1571,-135531669.02,19142.0,202.9841,83.9322,27616.0,0.0471,0.3847,39.1927,1.3919,-21.8758
0.0,209.8508,1,0.19,0.997,10.439,441905715.29,50.9032,1.0654,32.011,2359665123.9,87089.0,146.8846,61.9475,27176.0,4.1699,0.3698,47.0827,1.4708,7.1695
0.0,752.3606,0,1.05,0.7516,10.5258,150343908.36,13.6455,5.6051,11.7321,143905424.27,36903.0,-6.4645,-5.3683,5188.0,6.6306,1.2984,13.2915,1.1329,10.9781
0.0,37.8809,0,0.55,1.2146,2.0133,2174042838.43,307.8138,2.2535,68.2323,4747695757.88,28104.0,5.3831,6.9188,139087.0,1.6253,6.1757,214.7848,3.1478,10.6388
0.0,520.916,0,-0.93,0.0406,-23.7551,-120822819.73,26.4847,3.8975,16.0111,5314257.07,11748.0,-1842.5738,-12.5383,11142.0,14.0336,0.2516,19.0634,1.1906,4.7424
0.0,264.3939,0,0.43,0.3741,35.6067,253901967.43,40.6785,1.8345,27.4428,221847783.71,32322.0,13.6416,6.8299,18349.0,1.1423,0.4534,37.8224,1.3782,25.9031
0.0,1269.7121,0,0.9846,1.071,23.865,160003287.89,8.2099,1.7661,7.2089,174035649.83,11656.0,5.541,-3.9352,13942.0,5.9816,0.4535,7.7689,1.0777,0.9317
0.0,1292.1833,0,1.1156,1.159,12.0176,537254388.07,11.4675,8.1497,7.1614,558151743.82,64449.0,-33.1033,-16.278,7472.0,18.3668,0.3937,7.7138,1.0771,27.8171
0.0,51.6013,0,1.72,1.7995,3.3127,465893132.3,261.3089,6.4324,57.6172,488113659.21,22164.0,-27.3229,30.0776,12238.0,2.823,4.0806,135.9449,2.3594,34.4119
0.0,233.1512,0,-0.57,0.5733,-21.1676,-91738136.23,49.745,1.0873,29.8573,91980756.95,13564.0,-299.1826,-9.3408,11828.0,4.3081,0.2613,42.5666,1.4257,-8.0402
0.0,1216.7469,1,0.73,1.3395,41.6154,58791679.21,8.4367,1.0276,7.5945,107163524.47,10320.0,4.4847,22.3372,7752.0,7.9938,0.1803,8.2186,1.0822,4.8634
0.0,614.9902,0,0.0362,-0.2168,54.8505,57973378.64,16.4304,0.5441,14.0366,-347304714.45,125961.0,30.2869,-23.6366,12721.0,0.711,0.0439,16.3286,1.1633,-46.9172
0.0,547.0364,0,0.28,0.6461,24.5216,74862558.72,18.7246,0.8719,15.4551,172368356.89,12623.0,3.883,14.5178,21136.0,1.8325,0.2944,18.2803,1.1828,18.0679
0.0,234.6841,0,0.0232,0.0307,81.595,8006930.53,42.6105,0.0357,29.8789,10577906.9,28352.0,423.5766,-64.988,12168.0,0.1023,0.0236,42.6105,1.4261,-39.4793
0.0,176.1116,0,0.1143,0.0073,1.5635,49907672.99,61.196,1.6084,32.3427,3208714.57,36205.0,-49.4257,0.417,12065.0,0.4608,1.2608,47.8037,1.478,0.2394
0.0,89.3756,0,0.27,0.4987,10.3244,368421440.66,258.6983,0.4085,51.7177,668630172.97,28821.0,-8.9339,4.2662,46524.0,0.3116,1.4287,107.1154,2.0712,6.7336
0.0,89.541,1,0.266,0.6248,4.9758,134165969.17,118.9782,4.9828,48.1713,361335042.05,29574.0,1.3759,-0.5146,19556.0,4.2365,1.7676,92.9434,1.9294,-3.2494
0.0,815.8192,0,0.25,0.3248,14.5661,613095564.36,12.5013,0.5763,10.7572,791705758.75,133291.0,235.663,-7.4491,18285.0,0.995,0.5047,12.0538,1.1205,-6.1178
0.0,124.3655,0,1.09,0.5606,57.9869,438045395.66,90.5298,0.5473,44.1514,225224319.15,18268.0,154.4131,-11.5599,21993.0,0.2311,0.5062,79.0555,1.7906,0.0539
0.0,233.4785,0,-1.5814,0.0693,-63.989,-305247614.2,43.836,1.8299,29.9869,15422646.41,12468.0,-433.4264,-26.9797,17909.0,4.3284,0.5004,42.8305,1.4283,-23.7552
0.0,41.9314,0,2.05,3.9583,27.5394,809876042.15,264.9852,2.5445,68.6584,1583332788.92,21853.0,56.0571,16.6695,18304.0,1.6382,1.5139,219.0646,3.1906,33.0452
0.0,85.107,0,0.52,-0.1108,26.0434,1686148713.44,139.7608,0.1495,45.0685,-360585884.54,39794.0,178.365,-36.3292,81799.0,1.3839,2.1903,82.045,1.8204,-21.1515
0.0,598.3403,0,1.13,1.5945,23.6767,323116344.25,17.2557,8.8992,14.028,475469445.87,66872.0,-31.101,-18.4647,4459.0,6.6705,0.4216,16.317,1.1632,15.6337
0.0,31.1595,0,-1.03,0.8559,-7.541,-604857321.1,405.7091,0.8586,74.684,526046148.77,9268.0,-586.2863,-9.2431,66319.0,2.3303,3.6145,295.0063,3.9501,-0.9824
0.0,176.9457,0,1.71,1.9864,17.4129,285400979.33,63.3686,5.6818,36.0329,331178325.78,8901.0,10.8178,11.9832,18730.0,2.7863,1.1654,56.3304,1.5633,9.9652
0.0,247.2635,0,0.16,0.0458,16.4557,123870454.9,41.6848,0.1185,27.3947,36270472.73,48824.0,-50.5764,16.6596,16212.0,0.2125,0.5847,37.7311,1.3773,11.2946
0.0,1165.4614,0,0.625,0.6731,24.6801,50502418.8,8.8799,4.1311,7.9023,54385940.66,10100.0,15.6289,-11.7341,8000.0,5.7098,0.2339,8.5803,1.0858,-7.6522
0.0,465.2901,0,0.64,1.6962,7.1984,86205745.95,30.6566,3.6857,16.9676,233567191.91,44334.0,48.1593,25.4899,3106.0,4.9785,1.3803,20.4349,1.2043,14.8924
0.0,49.5359,0,0.25,-0.1119,3.2722,109636960.92,240.5164,0.9396,65.2617,-48791835.99,26226.0,436.4588,24.9734,16627.0,0.8919,1.526,187.8669,2.8787,12.6614
0.0,64.2764,0,-0.0706,-0.6975,-1.6099,-274960436.57,181.5004,0.2747,60.873,-2717814734.24,29398.0,-137.7805,2.8119,132538.0,0.2237,3.5999,155.5781,2.5558,12.9365
0.0,59.5357,1,0.0856,0.7896,0.8112,663754519.41,193.1486,1.1424,60.4273,6154306071.82,93835.0,-49.7901,-3.708,83067.0,3.8949,2.3354,152.6994,2.527,12.4752
0.0,835.5066,0,0.98,-0.3046,24.8068,134479505.17,12.3564,5.4782,10.5761,-41777227.7,8866.0,1684.8535,111.4591,15471.0,16.9365,0.2089,11.8269,1.1183,-11.726
0.0,627.5217,0,1.244,0.8986,21.5072,64030090.67,16.7486,2.3832,13.7453,46250394.08,7941.0,42.508,11.4697,6482.0,9.3639,0.3896,15.9357,1.1594,7.7414
0.0,193.6266,1,0.19,-0.1306,4.1851,128129482.52,92.9629,0.9159,31.761,-88702587.88,33062.0,-33.7608,-14.527,20542.0,1.2671,1.0037,46.5438,1.4654,1.2284
0.0,166.0171,1,1.0008,1.5998,34.293,1659928716.34,-308.3613,0.5802,35.0704,2653472269.21,18802.0,14.6607,27.3698,88215.0,0.0002,0.5395,54.0129,1.5401,31.2369
0.0,998.898,0,1.16,2.0568,18.3847,72566696.16,10.1597,4.3405,9.0812,128605954.83,5779.0,-40.1678,-15.9011,10820.0,13.4132,0.3748,9.9883,1.0999,6.5366
0.0,92.2537,0,0.96,0.8377,14.8918,721797065.72,117.573,1.4976,51.4675,637004797.59,14154.0,54.7667,36.5894,53723.0,1.2022,1.5859,106.0474,2.0605,15.1406
0.0,95.4249,0,0.36,0.2128,8.3736,46355135.55,116.1024,0.8185,50.728,27278071.07,157.0,8.7592,21.7062,816561.0,0.9136,1.4888,102.9549,2.0295,21.7286
0.0,235.2714,0,1.42,3.4341,11.1196,3286953204.23,44.7053,4.6927,29.8091,7968561814.22,74374.0,-36.4496,-11.4466,31200.0,5.4741,1.1136,42.4687,1.4247,2.4143
0.0,275.5614,0,3.23,4.2891,28.6853,800913981.92,40.2454,2.7514,26.4583,1063421802.73,40191.0,93.8304,22.6931,6169.0,5.0932,0.9862,35.9773,1.3598,31.668
0.0,2724.4704,0,2.0134,2.4966,44.5471,260131747.68,3.7682,9.1914,3.5405,322564042.97,24368.0,-15.9305,12.493,5302.0,37.1206,0.1015,3.6704,1.0367,-26.0178
0.0,15.9231,0,0.12,0.0143,-1.2891,18788142.55,1184.6271,0.585,84.8208,2256035.89,13274.0,23.8031,20.6895,11874.0,1.3556,9.3593,558.797,6.588,18.2717
0.0,8.8764,0,-0.0509,0.0447,-3.0682,-20005848.52,2214.7174,0.302,89.2493,17574983.04,44440.0,67.4301,-63.5797,8846.0,1.2018,10.2719,830.1717,9.3017,-43.1193
0.0,36.914,1,0.17,0.8285,21.6342,415465384.94,287.1176,2.5557,72.2987,2095748225.61,71613.0,-63.0363,-69.7813,35323.0,0.5958,0.1233,260.9943,3.6099,-26.9515
0.0,59.5425,0,-0.27,0.0359,-13.2172,-122989246.83,246.3413,1.2817,61.7289,16611890.84,55792.0,-1237.8741,-0.577,8284.0,0.741,0.9993,161.2937,2.6129,4.0309
0.0,70.3215,0,0.06,0.3746,0.7657,21804407.01,188.1079,1.4077,54.6992,138890519.65,18089.0,-72.9404,-25.8109,20497.0,0.6172,3.4098,120.7467,2.2075,10.6528
0.0,888.647,0,0.35,0.5539,23.8035,93411035.1,11.8434,1.3886,10.0291,148977286.52,16019.0,13.0174,-4.4269,16790.0,3.6004,0.2787,11.147,1.1115,1.5755
0.0,267.9844,0,0.41,0.9996,12.2922,105490100.1,42.3659,1.9422,23.9301,254148987.85,16441.0,-31.2339,-7.6087,15465.0,0.3758,0.7886,31.4581,1.3146,0.4749
0.0,78.2645,0,-1.03,1.1326,-3.4679,-147151499.35,142.7505,2.3964,55.0211,161541962.57,15948.0,-214.4248,1.7558,8944.0,4.8061,2.2273,122.3266,2.2233,21.1157
0.0,207.9176,0,4.3325,4.7178,36.2948,733587263.7,52.125,3.1369,32.4762,798883526.88,9626.0,87.7713,35.987,17591.0,4.9996,1.0497,48.096,1.481,33.5092
0.0,51.4542,1,0.4698,1.5375,6.2169,453146283.51,210.9344,2.145,59.6116,1626449159.93,133261.0,-67.3717,-17.7211,7938.0,3.412,3.0295,147.5959,2.476,7.2749
0.0,29.0272,1,0.09,1.0847,0.7044,1083730079.72,400.9692,2.9007,74.8608,11213085443.28,276789.0,-16.1919,-14.4463,37347.0,2.1356,2.1741,297.7859,3.9779,4.4686
0.0,285.0213,0,1.1,1.9654,13.561,252492036.88,46.177,7.2973,24.2875,453201202.62,30963.0,-38.9518,-13.6546,7447.0,2.8639,0.7568,32.0786,1.3208,44.005
0.0,165.0846,0,-0.12,0.0279,-31.0066,-50741578.37,97.4942,0.0081,35.556,11639461.47,45496.0,-721.6218,-14.1305,9160.0,0.8918,0.479,55.1734,1.5517,-4.3307
0.0,964.8734,1,0.3151,0.4437,28.2035,134523788.78,10.7605,1.1822,8.8702,189413303.8,13047.0,-13.2002,-5.4576,32722.0,0.5096,0.5305,9.7336,1.0973,2.4493
0.0,66.1936,0,-0.4,-0.0572,-35.692,-552633602.19,219.2532,0.487,60.2108,-78588920.34,55877.0,-840.3489,-20.0585,24599.0,2.8711,0.2474,151.3248,2.5132,-0.0343
0.0,63.7023,1,-0.16,0.0108,-3.9814,-177281513.09,201.1478,1.6581,59.8656,12125999.74,32212.0,-116.0831,-45.2199,34726.0,2.3779,0.379,149.1626,2.4916,-9.2173
0.0,345.9354,0,0.26,0.6462,7.7785,199585789.8,32.9885,0.7344,22.3252,497553579.83,51574.0,74.2822,7.0501,14930.0,1.2404,0.9787,28.7418,1.2874,3.7911
0.0,31.1097,0,2.3,4.4408,10.979,7091110000.0,624.0124,6.0601,56.5021,13759450000.0,21539.0,7.4226,-6.68,143851.0,0.0489,6.9773,129.8961,2.299,17.729
0.0,546.3797,0,0.6,0.3741,19.3065,103314656.2,18.7831,0.4372,15.4708,64638974.57,10991.0,10.0072,10.591,15722.0,4.3768,0.5224,18.3023,1.183,6.0951
0.0,106.0276,0,0.7813,1.152,14.7405,744285615.64,142.8904,2.0736,46.5111,1116757556.67,55207.0,-24.9883,-10.3418,17559.0,-0.9621,0.7415,86.9546,1.8695,-0.1828
0.0,174.2529,0,2.01,2.3141,17.5028,204400910.45,64.7139,3.2777,36.4623,235876462.36,12584.0,-9.1603,7.8541,8100.0,5.3762,0.9567,57.3869,1.5739,26.4513
0.0,159.9589,0,1.31,1.5139,18.1732,95417330.46,67.4683,8.8805,38.2642,110901569.85,10023.0,54.0618,22.672,7309.0,8.6394,0.5219,61.9805,1.6198,11.568
0.0,69.5128,1,0.27,1.2717,4.5715,193997395.84,202.4335,1.6884,51.7123,920485743.89,77090.0,181.6363,50.1492,9390.0,2.4259,1.5751,107.0921,2.0709,10.4498
0.0,151.9311,0,0.001,0.0038,-2.6144,1235835.1,74.3558,0.3679,41.9219,4508524.05,42317.0,-124.6922,-18.0617,27901.0,2.1348,0.2472,72.1819,1.7218,-39.0889
0.0,331.2956,0,1.66,2.0403,12.9251,96922853.33,32.0944,15.7222,23.0348,136025260.91,9282.0,19.7638,0.4264,7183.0,10.7257,0.8247,29.9288,1.2993,-3.3479
0.0,639.8489,0,0.19,0.8493,7.834,33954329.96,16.0016,5.8656,13.5162,152879160.74,17070.0,-78.4989,-33.3812,10545.0,6.606,0.3013,15.6286,1.1563,-4.7356
0.0,36.5139,0,0.57,0.8745,5.7538,120947498.56,799.0572,1.3633,69.9848,190950985.44,18573.0,178.5881,15.6668,11756.0,1.7081,5.0475,233.1649,3.3316,53.4673
0.0,73.7579,0,0.4468,-0.0713,3.3229,467351812.75,195.2748,3.1749,54.8013,-74583512.35,33209.0,-45.9811,-13.9824,31495.0,0.6291,2.9008,121.2451,2.2125,8.0374
0.0,43.0055,1,0.1,0.3748,5.9905,200581177.63,385.0559,0.475,68.3987,720476056.0,34884.0,65.568,3.2155,55100.0,0.3602,2.4,216.443,3.1644,8.803
0.0,57.782,1,0.24,0.4048,-0.3547,225571040.08,191.8704,3.7626,55.9114,379553353.21,56830.0,-107.1511,-10.4858,16501.0,1.9367,4.5669,126.8158,2.2682,-2.1398
0.0,61.4897,1,0.08,0.2719,14.9273,310738435.85,169.3859,0.2469,59.622,1029991186.62,131484.0,-33.4528,3.4597,28809.0,0.2811,0.4527,147.6599,2.4766,14.1507
0.0,102.1928,0,1.78,1.259,16.4391,4741863347.2,116.4771,3.1894,48.9333,3369915897.12,54964.0,11.6968,32.2128,48699.0,2.1184,1.3734,95.8225,1.9582,38.254
0.0,59.9307,1,0.0069,-0.5987,0.189,2444190.72,182.2302,0.9259,52.0686,-210597660.13,28247.0,-52.1685,6.5245,12453.0,0.1727,1.4088,108.6316,2.0863,9.1955
0.0,253.0834,0,0.07,0.8376,1.8708,20184911.13,43.0572,2.9296,27.2289,227702913.25,15475.0,134.5074,-8.8347,17568.0,2.6603,0.7937,37.4172,1.3742,-12.8724
0.0,100.9875,0,1.5267,0.9748,22.4848,766403884.94,133.7779,3.7733,47.4287,528373661.06,34620.0,2.2511,25.2952,15657.0,5.0079,0.8521,90.2178,1.9022,34.4503
0.0,612.1019,0,0.17,0.0924,5.3964,68957568.4,16.5212,0.5674,14.0429,36965507.81,14636.0,-87.2565,-40.7787,27331.0,11.1496,0.3285,16.3371,1.1634,-4.0022
0.0,66.9515,0,0.0931,0.1506,3.3529,44777366.68,193.9041,0.3814,59.8917,73671323.24,23087.0,121.6963,2.5313,21185.0,2.4772,2.2929,149.325,2.4933,6.0261
0.0,2335.2891,0,-0.0305,0.0811,-3.9249,-4148354.73,4.4165,0.3917,4.1063,10990139.14,10731.0,86.6186,-12.4174,12621.0,0.2682,0.2445,4.2821,1.0428,-28.8576
0.0,19.983,0,-0.5395,6.6136,-0.8224,-82926513.32,703.7101,7.4579,82.274,1023080270.46,4616.0,-303.7551,1592.032,33513.0,2.3536,14.1509,464.1424,5.6414,174.3663
0.0,44.1353,1,0.7195,2.0218,3.3093,741038108.54,284.2398,8.1473,68.0582,2082343305.04,49871.0,182.3343,19.9476,20652.0,2.724,4.4114,213.069,3.1307,16.3667
0.0,42.9333,0,0.52,-0.1979,84.3343,8193469277.99,243.6649,4.4739,69.9627,-3137724690.98,811157.0,-4.6578,-16.006,19549.0,1.4752,0.1616,232.9194,3.3292,6.1294
0.0,73.7832,1,-0.27,0.5099,-0.2246,-667645957.54,152.052,1.3306,57.3963,1249997812.02,50243.0,-619.917,-7.1957,48794.0,1.6271,2.2994,134.7212,2.3472,-0.479
0.0,209.8658,0,0.1287,0.0783,6.0687,72602731.09,56.1662,0.4941,30.2658,44218156.0,40850.0,-84.5595,-27.9465,13820.0,0.5135,0.5251,43.4017,1.434,13.8586
0.0,294.0699,0,0.76,-0.4996,15.8336,69883182.35,35.9775,0.788,25.1358,-46114047.65,5293.0,-4.6129,14.8513,17438.0,3.175,0.8069,33.5752,1.3358,51.5027
0.0,35.0262,0,0.2143,0.5678,5.9936,159026029.46,424.2979,0.6165,74.0018,421314401.98,28778.0,112.6553,15.8335,25782.0,1.1346,1.5383,284.6422,3.8464,9.4836
0.0,83.8497,0,0.04,0.2513,1.3372,50942157.77,135.9795,1.1304,54.3577,295014199.21,89179.0,-63.6118,8.2974,13165.0,3.4808,1.9744,119.0951,2.191,10.3389
0.0,73.0399,0,0.3,0.5832,3.0186,159083634.0,146.5458,1.7189,57.5481,307917413.97,23140.0,197.3234,13.3519,22818.0,3.128,1.3043,135.5609,2.3556,16.1967
0.0,515.7724,0,0.9176,1.2123,11.1715,177263675.15,20.241,6.7651,16.1347,236000890.21,20213.0,0.9784,2.6908,9631.0,10.661,0.6232,19.2389,1.1924,3.0303
0.0,536.6553,0,0.93,1.0815,36.2143,328375064.55,19.1267,1.3138,15.7071,389685710.62,13674.0,-16.3957,-15.199,26351.0,0.2191,0.688,18.6339,1.1863,12.4453
0.0,263.9833,0,1.1917,0.9102,21.0248,165787801.52,41.6478,1.2348,27.4738,126631580.22,11.0,26.6793,10.0656,12647560.0,1.2001,1.0533,37.8812,1.3788,11.426
0.0,56.3477,0,0.06,0.0019,1.5179,68758460.53,273.1939,0.6575,60.554,2183944.62,68188.0,7.273,25.0021,16751.0,1.1104,1.3001,153.5111,2.5351,9.6013
0.0,11.9023,1,0.0613,0.6153,1.9227,277587525.89,4063.2346,0.9124,72.7121,2786820136.81,147271.0,64.7439,-11.7738,30757.0,1.018,19.5954,266.463,3.6646,-7.308
0.0,30.2727,1,-0.63,0.6351,-11.7794,-352374253.58,1530.6898,0.6126,74.4165,357184869.8,95623.0,-334.824,-25.5738,5881.0,2.3898,2.21,290.8762,3.9088,1.0676
0.0,234.2283,0,0.22,0.6924,3.0951,23257661.98,49.0191,1.1395,29.5025,72739607.16,11584.0,20.344,4.5174,9069.0,4.1452,0.89,41.849,1.4185,11.2121
0.0,432.396,0,0.63,1.0751,11.111,43507589.77,25.6432,2.3258,18.7626,88541236.73,3736.0,-15.692,-11.5219,22045.0,4.3277,0.801,23.0961,1.231,2.9549
0.0,139.5412,0,1.97,1.5913,7.5411,1370001016.36,79.05,6.6759,40.9934,1115900535.31,24390.0,-35.994,-3.8953,28751.0,5.7003,1.6525,69.4726,1.6947,5.6025
0.0,67.3606,0,0.2059,0.4122,3.9989,55216827.35,177.2836,1.0149,59.7512,110558962.34,53323.0,224.3187,8.4558,5030.0,1.2599,1.703,148.4546,2.4845,4.0335
0.0,173.5134,0,0.94,0.8435,6.6342,464817853.79,62.9282,2.2932,36.4552,442218585.04,39447.0,34.1741,26.5866,13290.0,4.4782,1.4032,57.3693,1.5737,28.3617
0.0,692.8022,0,0.0783,0.5252,6.6262,32699150.22,16.2838,1.0478,12.6135,219341327.29,32892.0,-60.4616,-11.9259,12696.0,1.0985,0.4284,14.4341,1.1443,-7.8054
0.0,346.6042,1,0.2,0.1806,16.2426,234049730.12,30.1161,0.8336,22.3912,213813612.16,62510.0,6.7828,-2.6162,18944.0,1.0577,0.6694,28.8514,1.2885,-3.8266
0.0,339.5132,0,0.14,0.6479,3.6469,23274161.64,30.2705,0.5471,22.3008,106483907.68,32307.0,-82.8549,-24.9301,5087.0,2.2134,0.7512,28.7014,1.287,12.6737
0.0,366.3877,0,0.79,0.7745,12.2006,105540107.09,28.6567,1.4899,21.4414,103273451.17,18593.0,9.0089,-2.2779,7172.0,5.2093,0.8235,27.2935,1.2729,-3.1927
0.0,323.5878,0,5.33,2.2385,28.8543,910525988.77,31.5258,11.1777,23.4425,382685708.76,39955.0,12.607,35.3897,4279.0,23.5113,0.6018,30.6208,1.3062,56.0995
0.0,150.0488,0,0.4932,1.1307,13.2032,237608208.12,73.1782,0.9399,39.9568,544741375.0,14737.0,-1.3808,16.3201,32692.0,2.5861,0.5929,66.5467,1.6655,20.4672
0.0,67.2603,0,0.7225,-0.547,8.4545,113054319.75,180.9065,0.6804,58.4224,-85830566.17,22953.0,-7.5528,62.189,6837.0,4.6725,1.0328,140.5141,2.4051,52.8199
0.0,15.3504,1,0.0262,0.2002,8.3722,31979829.58,941.2032,0.6739,78.8561,243965445.04,99729.0,-28.9044,-2.2573,12217.0,0.187,2.6708,372.95,4.7295,15.6723
